,address,business_dba,business_type,city,latitude,longitude,zip_code
223,1901 OAK STREET ,DAVLIN SERVICES,DAY LABOR,Kansas City,39.08945,-94.578985,64108
224,102 W 47TH STREET,PF CHANG'S CHINA BISTRO,RESTAURANT-BAR,Kansas City,39.042258000000004,-94.58859,64112
225,4933 TRUMAN ROAD ,CROFT TRAILER SUPPLY,TIRE DEALER,Kansas City,39.094113,-94.52444100000001,64127
226,14940 E US 40 HIGHWAY ,TOOL SHED LOUNGE,RESTAURANT-BAR,Kansas City,39.035028000000004,-94.401229,14940
227,8431 MADISON AVENUE ,FIRESTONE COMPLETE AUTO CARE #5,TIRE DEALER,Kansas City,39.247831,-94.59413599999999,64155
228,4980 STILLWELL ,T & E  TIRE  SERVICE,TIRE DEALER,Kansas City,39.140677000000004,-94.52334499999999,64120
229,8551 BOARDWALK AVENUE ,WALMART STORE #2857,TIRE DEALER,Kansas City,39.252412,-94.654,64154
230,1001 SPRUCE AVENUE 6412,CROSSTOWN CAB COMPANY,TLS VEHICLE,Kansas City,39.100496,-94.53234499999999,64127
231,600 E LINWOOD BLVD ,CHECKSMART 3,SHORT TERM LOAN,Kansas City,39.068938,-94.577569,64109
232,702 PASEO BLVD ,ARNONE'S CAR CENTER,TIRE DEALER,Kansas City,39.104872,-94.563766,64106
233,8340 NW ROANRIDGE ROAD ,ON THE BORDER,RESTAURANT-BAR,Kansas City,39.245736,-94.656172,64151
234,10 NW BARRY ROAD ,JAY WOLFE AUTO OUTLET,TIRE DEALER,Kansas City,39.246419,-94.58086999999999,64155
235,5712 INDEPENDENCE AVENUE ,EXPRESS STOP,PACKAGE,Kansas City,39.105084999999995,-94.51509200000001,64123
236,8812 EVANSTON WAY ,CHARM CITY TRANSPORTATION,TLS VEHICLE,Kansas City,38.963259,-94.468142,64138
237,13521 MADISON AVENUE ,NTB #779,TIRE DEALER,Kansas City,38.906937,-94.60468900000001,13521
238,1032 W 103RD ,CAFE HA TIEN,RESTAURANT-BAR,Kansas City,38.941984999999995,-94.605482,64114
239,8441 NW PRAIRIE VIEW ROAD ,BUFFALO WILD WINGS GRILL & BAR.,RESTAURANT-BAR,Kansas City,39.247769,-94.661091,64153
240,5031 MAIN STREET ,NICK AND JAKE'S ON MAIN,RESTAURANT-BAR,Kansas City,39.035489,-94.587255,64112
241,10921 HICKMAN MILLS DRIVE ,CONOCO PHILLIPS,PACKAGE,Kansas City,38.925377000000005,-94.524582,10921
242,5406 NE OAK RIDGE ROAD ,NATHAN F. LAMAR MEMORIAL POST 5606,TAVERN,Kansas City,39.193021,-94.51351600000001,64119
243,7300 US 40 HIGHWAY ,ACE AUTO  LLC,TIRE DEALER,Kansas City,39.065009,-94.49373800000001,64129
244,1025 E 75TH STREET ,AMERICAN CASH ADVANCE 2,SHORT TERM LOAN,Kansas City,38.991561,-94.576521,64131
245,2526 NE VIVION ROAD ,MISSOURI TITLE LOANS,SHORT TERM LOAN,Kansas City,39.185262,-94.550438,64118
246,1303 SWIFT STREET ,NORTHLAND TAXI COMPANY,TLS VEHICLE,Kansas City,39.132441,-94.577386,64116
247,1201 EWING ,WHATSOEVER COMMUNITY CENTER,NON PROFIT ORGINIZATION,Kansas City,39.097221999999995,-94.50330699999999,64126
248,315 75TH STREET ,CVS/PHARMACY #8590,PACKAGE,Kansas City,38.992293,-94.593863,64114
249,2512 HOLMES ROAD ,TEOCALI MEXICAN RESTAURANT & CANTINA,RESTAURANT-BAR,Kansas City,39.081013,-94.57605600000001,64108
250,5804 BLUE PARKWAY ,ACAPULCO AUTO SALES,TIRE DEALER,Kansas City,39.034517,-94.516944,64129
251,1500 NE 42ND TERRACE ,ST. PIUS X HIGH SCHOOL .,NON PROFIT ORGINIZATION,Kansas City,39.171999,-94.561361,64116
252,11107 GRANDVIEW ROAD ,7-ELEVEN STORE #13266C,PACKAGE,Kansas City,38.92395,-94.532285,11107
253,13657 WASHINGTON STREET,LUKAS LIQUORS,PACKAGE,Kansas City,38.88224,-94.601327,13657
254,4531 TROOST AVENUE ,CVS/PHARMACY #8583,PACKAGE,Kansas City,39.044596999999996,-94.572745,64110
255,301 E 55TH STREET,AIXOIS,RESTAURANT-BAR,Kansas City,39.027514000000004,-94.584055,64113
256,1616 E 63RD STREET ,METRO THRIFTWAY,PACKAGE,Kansas City,39.013016,-94.56784,64110
257,8012 TRUMAN ROAD ,PICK N PULL AUTO DISMANTLERS,SALVAGE YARD,Kansas City,39.093496,-94.489494,64126
258,4301 MADISON AVENUE ,BISHOP SPENCER PLACE,RESTAURANT-BAR,Kansas City,39.049488000000004,-94.596976,64111
259,8826 WORNALL ,PEAK PERFORMANCE ENTERPRISE,TIRE DEALER,Kansas City,38.9678,-94.59541800000001,64114
260,2856 SOUTHWEST BLVD,PONAKS TAVERN,RESTAURANT-BAR,Kansas City,39.075662,-94.602933,64108
261,7901 TIFFANY SPRINGS PARKWAY,COURTYARD BY MARRIOTT- 2,RESTAURANT-BAR,Kansas City,39.272374,-94.67173199999999,64153
262,9 E 3RD STREET ,CAROLLO GOURMET GROCERY & DELI,PACKAGE,Kansas City,39.109881,-94.583124,64106
263,1505 GENESSEE ,AMIGONI URBAN WINERY,TAVERN,Kansas City,39.09628,-94.604809,64102
264,4814 ROANOKE PARKWAY ,JAX FISH HOUSE KC,RESTAURANT-BAR,Kansas City,39.040137,-94.59749599999999,64112
265,2345 GRAND STREET ,"FRIENDS OF THE RIVER, THE  (INACTIVE)",NON PROFIT ORGINIZATION,Kansas City,39.084819,-94.581625,64108
266,6801 WILSON ROAD,BLUE RIDGE MEMORIAL POST #9997,TAVERN,Kansas City,39.108304,-94.502323,64125
267,3600 INDEPENDENCE AVENUE,ASKEW INN,TAVERN,Kansas City,39.105897999999996,-94.53889000000001,64124
268,1600 BALTIMORE AVENUE ,HISPANIC CHAMBER OF COMMERCE,NON PROFIT ORGINIZATION,Kansas City,39.094412,-94.584636,64108
269,415 E ANDERSON STREET ,GEE TIRE,TIRE HAULER,Kansas City,39.134491,-95.948087,66533
270,5800 TRUMAN ROAD ,PDQ PAYDAY LOANS,SHORT TERM LOAN,Kansas City,39.093988,-94.5142,64126
271,8500 WORNALL ROAD ,CHRIST THE KING CHURCH,NON PROFIT ORGINIZATION,Kansas City,39.013723999999996,-94.59315,64113
272,612 W 47TH STREET,TOMFOOLERIES  (Plaza),RESTAURANT-BAR,Kansas City,39.042419,-94.59427,64112
273,1015 AVENIDA CESAR E. CHAVEZ ,GUADALUPE CENTERS,NON PROFIT ORGINIZATION,Kansas City,39.085933000000004,-94.59691099999999,64108
274,7912 N HOLLY STREET ,"ABE'S TRANSPORTATION ,LLC",TLS VEHICLE,Kansas City,39.236698,-94.592258,64118
275,11124 HOLMES ROAD ,CVS/PHARMACY #5635,PACKAGE,Kansas City,38.924772999999995,-94.583465,11124
276,1251 NW BARRY ROAD ,QUIK TRIP #225,PACKAGE,Kansas City,39.246314,-94.596631,64155
277,3415 MAIN ,AWAZE,RESTAURANT-BAR,Kansas City,39.065069,-94.585575,64111
278,4303 E 9TH STREET,NELSON'S ISLAND,PACKAGE,Kansas City,39.101887,-94.53148900000001,64124
279,5314 PROSPECT AVENUE ,PROSPECT PARTY SHOP,PACKAGE,Kansas City,39.029112,-94.55505600000001,64130
280,8210 EXCHANGE WAY ,CLASSIQUE WINES,WHOLESALER,Kansas City,38.608588,-90.337372,63144
281,2301 E 12TH STREET ,OLIVERS GROCERIES & LIQUORS,PACKAGE,Kansas City,39.098923,-94.553862,64127
282,4608 E 12TH STREET ,TIRES-4-LESS-U-CART,TIRE DEALER,Kansas City,39.098068,-94.52805,64127
283,5440 64TH STREET ,CVS/PHARMACY #8556,PACKAGE,Kansas City,39.210547999999996,-94.64401099999999,64151
284,7501 BLUE RIVER ROAD,HEART OF AMERICA GOLF COURSE,TAVERN,Kansas City,38.986636,-94.527417,64132
285,416 NW ENGLEWOOD ROAD,MR T'S LIQUORS,PACKAGE,Kansas City,39.196220000000004,-94.58591,64118
286,3908 WASHINGTON ,BIG BROTHERS BIG SISITERS OF GREATER KC,NON PROFIT ORGINIZATION,Kansas City,39.056283,-94.591536,64111
287,4251 NE ANTIOCH ROAD ,7-ELEVEN  #26590E,PACKAGE,Kansas City,39.171181,-94.54900500000001,64117
288,5101 PROSPECT ,WHITLEY AUTO WORKS,TIRE DEALER,Kansas City,39.033528999999994,-94.554705,64130
289,415-417 18TH STREET,GRINDER'S PIZZA,RESTAURANT-BAR,Kansas City,39.091033,-94.589095,64108
290,1850 39TH STREET ,39TH STREET MARKET.,PACKAGE,Kansas City,39.057354,-94.60678399999999,64111
291,3333 BROADWAY ,OUR LADY OF PERPETUAL HELP,NON PROFIT ORGINIZATION,Kansas City,39.066978000000006,-94.590106,64111
292,604 48TH STREET,"BETTER CHEDDAR, THE",PACKAGE,Kansas City,39.040602,-94.594105,64112
293,3636 MAIN STREET ,CASH AMERICA PAWN OF KANSAS CITY #1,TIRE DEALER,Kansas City,39.060603,-94.585895,64111
294,2819 GILLHAM ROAD ,VALUE AUTO CLINIC,TIRE DEALER,Kansas City,39.074988,-94.578645,64108
295,11732 BLUE RIDGE BLVD ,BLUE RIDGE TIRE & AUTO,TIRE DEALER,Kansas City,38.910671,-94.520288,11732
296,101 W 22ND STREET,LIDIA'S,RESTAURANT-BAR,Kansas City,39.087739,-94.584991,64108
297,8461 PRAIRIE VIEW ROAD ,GRANITE CITY FOOD & BREWERY,RESTAURANT-BAR,Kansas City,39.248072,-94.66110400000001,64153
298,1290 HAMBLEN ROAD ,COUNTY BEVERAGE COMPANY,WHOLESALER,Kansas City,38.895807,-94.36342900000001,64081
299,927 E 85TH STREET ,NIECIE'S RESTAURANT & LOUNGE,RESTAURANT-BAR,Kansas City,38.973735,-94.578956,64131
300,10408 BLUE RIDGE BLVD ,PAYLESS CHECK CASHING,SHORT TERM LOAN,Kansas City,38.934608000000004,-94.508229,10408
301,412 DELAWARE AVENUE ,IL LAZZARONE,RESTAURANT-BAR,Kansas City,39.10832,-94.584203,64105
302,7006 NW BARRY ROAD ,OUTBACK STEAKHOUSE #2651,RESTAURANT-BAR,Kansas City,39.247058,-94.66193,64153
303,8105 HICKMAN MILLS DRIVE ,SOUTH KC TIRE,TIRE DEALER,Kansas City,38.979040999999995,-94.557538,64132
304,4244-46 INDIANA AVENUE ,FORTY2 RESTAURANT&LOUNGE,RESTAURANT-BAR,Kansas City,39.048907,-94.544723,64130
305,4749 PENNSYLVANIA AVENUE,PLAZA III STEAKHOUSE,RESTAURANT-BAR,Kansas City,39.040459999999996,-94.593839,64112
306,5506 PASEO BLVD,PAUL'S LIQUOR AND GROCERY,PACKAGE,Kansas City,39.026523,-94.568045,64110
307,8105 BANNISTER ROAD ,7-ELEVEN STORE #20849L,PACKAGE,Kansas City,38.951724,-94.494411,64134
308,8541 PRAIRIE VIEW ROAD,ABUELO'S MEXICAN FOOD EMBASSY,RESTAURANT-BAR,Kansas City,39.24989,-94.661105,64153
309,214 85TH STREET,CHELLY'S CAFE,RESTAURANT-BAR,Kansas City,38.974174,-94.593976,64114
310,8251 OXFORD AVENUE 6415,ALDI #32,PACKAGE,Kansas City,39.242678000000005,-94.466279,64158
311,4124 PENNSYLVANIA AVENUE,CALIFORNOS,RESTAURANT-BAR,Kansas City,39.051875,-94.59071999999999,64111
312,4400 E 39TH STREET,LEON'S THRIFTWAY,PACKAGE,Kansas City,39.054778000000006,-94.53265,64128
313,1405 39TH STREET ,DRUNKEN WORM,RESTAURANT-BAR,Kansas City,39.057175,-94.602822,64111
314,6600 BLUE RIDGE BLVD ,DIRTY BIRD BAR & GRILL,RESTAURANT-BAR,Kansas City,39.003932,-94.482226,64133
315,10615 BLUE RIDGE BLVD,7-ELEVEN STORE #22931F,PACKAGE,Kansas City,38.931356,-94.50775,10615
316,2021 BROADWAY ,TOWN TOPIC,AMUSEMENT DEVICE EXHIBITOR,Kansas City,39.088445,-94.58894000000001,64108
317,813 WALNUT ,TIGER TAIL,RESTAURANT-BAR,Kansas City,39.104278,-94.581812,64106
318,4421 GARDNER AVENUE ,TIRE CENTERS,TIRE DEALER,Kansas City,39.127123,-94.526002,64120
319,2837 VIVION ROAD ,BROGOTO'S AUTO & TRUCK,TIRE DEALER,Kansas City,39.187963,-94.545455,64119
320,13645 HOLMES ,FIORELLA'S PRIVATE DINING & CATERING,RESTAURANT-BAR,Kansas City,38.87863,-94.586799,13645
321,1713 39TH STREET ,CHIPOTLE MEXICAN GRILL#3,RESTAURANT-BAR,Kansas City,39.057263,-94.605572,64111
322,11103 N NASHUA DRIVE,NASHUA GENERAL STORE,PACKAGE,Kansas City,39.295162,-94.575941,11103
323,3636 MAIN STREET ,CASH AMERICA PAWN OF KC 1,SHORT TERM LOAN,Kansas City,39.060603,-94.585895,64111
324,13135 STATELINE ROAD ,PITA MEDITERRANEAN GRILL & TAKE OUT,RESTAURANT-BAR,Kansas City,38.889109000000005,-94.607935,13135
325,444 WARD PARKWAY,KONA GRILL,RESTAURANT-BAR,Kansas City,39.040447,-94.592263,64112
326,1663 SUMMIT ,"WESTSIDE LOCAL, THE",RESTAURANT-BAR,Kansas City,39.093359,-94.59330600000001,64108
327,3211 GARDNER AVENUE ,MALLIN BROTHERS COMPANY INC.,SECONDARY METAL RECYCLER,Kansas City,39.127614,-94.541751,64120
328,1809-1813 WESTPORT ,CUPINI'S,RESTAURANT-BAR,Kansas City,39.05021,-94.607008,64111
329,11148 BLUE RIDGE BLVD ,CASH AMERICA PAWN OF KANSAS CITY # 11,TIRE DEALER,Kansas City,38.921071999999995,-94.509789,11148
330,822 VAN BRUNT BLVD ,LA CHISPA AUTO SERVICE,TIRE DEALER,Kansas City,39.101983000000004,-94.525966,64124
331,4704 BLUE RIDGE BLVD ,BLUE RIDGE FOOD STOP.,PACKAGE,Kansas City,39.035641999999996,-94.438856,64133
332,1715 W 39TH STREET ,PO'S DUMPLING BAR...,RESTAURANT-BAR,Kansas City,39.057272999999995,-94.605822,64111
333,3118 E 12TH STREET ,ABM AUTO SALES & SERVICE,TIRE DEALER,Kansas City,39.098648,-94.54516,64127
334,203-I ENGLEWOOD ROAD ,CHIPOTLE MEXICAN GRILL #7,RESTAURANT-BAR,Kansas City,39.196873,-94.583602,64118
335,4219 ANTIOCH ROAD ,ACTONS AUTO SERVICE,TIRE DEALER,Kansas City,39.170846000000004,-94.549006,64117
336,4770 J C NICHOLS PARKWAY ,FRED P OTT'S BAR & GRILL,RESTAURANT-BAR,Kansas City,39.04121,-94.588112,64112
337,3402 MAIN STREET,DAVEY'S UPTOWN RAMBLERS CLUB,TAVERN,Kansas City,39.065355,-94.585628,64111
338,6324 BROOKSIDE PLAZA ,BLUE GROTTO,RESTAURANT-BAR,Kansas City,39.013002,-94.590766,64113
339,6427 N COSBY AVENUE ,CASCONE'S GRILL NORTH,RESTAURANT-BAR,Kansas City,39.211985999999996,-94.64648299999999,64151
340,8630 NW PRAIRIE VIEW ROAD ,STONE CANYON PIZZA,RESTAURANT-BAR,Kansas City,39.250811999999996,-94.661789,64153
341,8870 82ND TERRACE ,MOSAIC LIFE CARE,RESTAURANT-BAR,Kansas City,39.242447,-94.46883199999999,64158
342,8108 NW PRAIRIE VIEW ROAD,WORLD LIQUOR,PACKAGE,Kansas City,39.245728,-94.66158100000001,64152
343,5108 NE VIVION ROAD 6411,QUIK TRIP #169,PACKAGE,Kansas City,39.188028,-94.52017099999999,64119
344,1650 N UNIVERSAL ,SMUGGLERS INN,RESTAURANT-BAR,Kansas City,39.136228,-94.505752,64120
345,330 BARRY ROAD ,CVS/PHARMACY #8565,PACKAGE,Kansas City,39.246408,-94.57656999999999,64155
346,2025 TRACY ,KC FRINGE,NON PROFIT ORGINIZATION,Kansas City,39.087319,-94.567815,64108
347,2030 CENTRAL STREET,LULU'S THAI NOODLES SHOP AND SATAY BAR,RESTAURANT-BAR,Kansas City,39.088195,-94.587599,64108
348,1111 MAIN STREET ,PLOWBOYS BARBEQUE,RESTAURANT-BAR,Kansas City,39.100668,-94.583093,64105
349,4750 LEE'S SUMMIT ROAD ,CVS/PHARMACY #8571,PACKAGE,Kansas City,39.03242,-94.38806600000001,64136
350,200 E 25TH STREET,AMERICAN RESTAURANT,RESTAURANT-BAR,Kansas City,39.081748,-94.58037900000001,64108
351,7502 TROOST AVENUE,EPICUREAN RESTAURANT & LOUNGE,RESTAURANT-BAR,Kansas City,38.991394,-94.575692,64131
352,1070 TESSHIRE DRIVE ,TAVOLO VIGNETO,WHOLESALER,Kansas City,38.535759999999996,-90.339632,63123
353,3000 TROOST ,RIVER MARKET EVENT PLACE.,TAVERN,Kansas City,39.072112,-94.571286,64109
354,516 NW ENGLEWOOD ROAD ,WINGS CAFE,RESTAURANT-BAR,Kansas City,39.195956,-94.58666600000001,64118
355,8551 N BOARDWALK AVENUE,WAL-MART SUPERCENTER  #2857,PACKAGE,Kansas City,39.252412,-94.654,64154
356,7938 CHESTNUT ,SHERWOOD CENTER,NON PROFIT ORGINIZATION,Kansas City,38.982981,-94.55536500000001,64132
357,2415 VIVION ROAD,COSENTINO'S SUNFRESH #107,PACKAGE,Kansas City,39.184505,-94.551472,64118
358,1600 W 39TH STREET,MR Z'S IN AND OUT,PACKAGE,Kansas City,39.057258000000004,-94.60382,64111
359,14306 E US 40 HIGHWAY ,MOGA STOP,PACKAGE,Kansas City,39.035488,-94.411599,14306
360,4700 PENNSYLVANIA ,PANERA BREAD,SIDEWALK CAFE,Kansas City,39.042293,-94.59350699999999,64112
361,11239 HICKMAN MILLS DRIVE ,MR. TIRES,TIRE DEALER,Kansas City,38.919878000000004,-94.523376,11239
362,3527 INDEPENDENCE AVENUE ,ESTRELLA TIRE SHOP,TIRE DEALER,Kansas City,39.105874,-94.539621,64124
363,11832 PLAZA CIRCLE ,FOUR POINTS BY SHERATON KANSAS CITY AIRPORT,TAVERN,Kansas City,39.309007,-94.68336,11832
364,4605 VIRGINIA AVENUE ,SURREY'S ON THE PLAZA,TLS VEHICLE,Kansas City,39.043267,-94.569276,64110
365,4805 E 24TH STREET,OLD FOLK'S LOUNGE,TAVERN,Kansas City,39.082063,-94.527392,64127
366,2740 85TH STREET ,HOWARD AUTOMOTIVE.,TIRE DEALER,Kansas City,38.972584000000005,-94.557119,64132
367,8901 WORNALL ROAD,7-ELEVEN STORE  #29066,PACKAGE,Kansas City,38.966840000000005,-94.595389,64114
368,8801 NE BIRMINGHAM ROAD ,POUR BOYS,PACKAGE,Kansas City,39.157464000000004,-94.47444399999999,64161
369,10220 E 47TH STREET ,KC AERIE #47 FRATERNAL O,TAVERN,Kansas City,39.037348,-94.457949,10220
370,5101 FRONT STREET ,WINDSTARS #5101,PACKAGE,Kansas City,39.130673,-94.521661,64120
371,13657 WASHINGTON STREET,"WINE BAR, THE",TAVERN,Kansas City,38.88224,-94.601327,13657
372,216 SOUTHWEST BLVD ,AUTOBAHN MOTORWERKS,TIRE DEALER,Kansas City,39.089271000000004,-94.586683,64108
373,7620 E 79TH STREET ,FORTY ACRES & A MULE,NON PROFIT ORGINIZATION,Kansas City,38.981028,-94.497761,64138
374,4181 STERLING AVENUE ,APPLEBEE'S NEIGHBORHOOD GRILL&BAR,RESTAURANT-BAR,Kansas City,39.046295,-94.447611,64133
375,6309 TROOST AVENUE ,QUIK CASH 6,SHORT TERM LOAN,Kansas City,39.013051000000004,-94.574556,64131
376,201-301 W 13TH STREET,KANSAS CITY CONVENTION & ENTERTAINMENT CENTER (Aramark),RESTAURANT-BAR,Kansas City,39.098642,-94.585775,64105
377,11824 BLUE RIDGE BLVD ,QUIK CASH 3,SHORT TERM LOAN,Kansas City,38.909315,-94.522248,11824
378,424 W 103RD STREET ,TAVERN ON 103RD,TAVERN,Kansas City,38.941619,-94.596986,64114
379,2010 MCGEE ,"SOCIETY,THE",TAVERN,Kansas City,39.088493,-94.580336,64108
380,4120 PENNSYLVANIA AVENUE ,BLANC BURGERS & BOTTLES,RESTAURANT-BAR,Kansas City,39.052061,-94.590856,64111
381,2314 MILLPARK DRIVE ,APPELLATIONS,WHOLESALER,Kansas City,38.698882,-90.410015,63043
382,7741 TROOST AVENUE ,TITLEMAX 3,SHORT TERM LOAN,Kansas City,38.986527,-94.575873,64131
383,911 MAIN ,INTERNATIONAL REALTIONS COUNCIL,NON PROFIT ORGINIZATION,Kansas City,39.102821999999996,-94.583046,64105
384,8512 PROSPECT AVENUE ,PJ'S PALACE,TAVERN,Kansas City,39.033955,-94.55471800000001,64130
385,4312 E 13TH STREET ,D & C AUTO SALVAGE,SALVAGE YARD,Kansas City,39.097127,-94.531745,64127
386,2801-2805 SOUTHWEST BLVD ,BLVD NIGHTS,TAVERN,Kansas City,39.077211,-94.601455,64108
387,9924 E. 35TH STREET S. 6405,TOMS TOWNCAR SERVICE OF KANSAS CITY,TLS VEHICLE,Kansas City,39.059178,-94.46091,64052
388,3707 MAIN STREET,SIDEKICKS,TAVERN,Kansas City,39.059889,-94.58586,64111
389,4640 WORNALL ROAD,HOUSTONS,RESTAURANT-BAR,Kansas City,39.042966,-94.589676,64112
390,10022 NW AMBASSADOR DRIVE ,NICK & NINO'S PUB,RESTAURANT-BAR,Kansas City,39.27585,-94.669014,10022
391,9900 PRAIRIE VIEW ROAD,CHASE SUITE HOTEL-KANSAS CITY,TAVERN,Kansas City,39.276022,-94.671836,64153
392,8431 HICKMAN MILLS DRIVE,FAST STOP #5,PACKAGE,Kansas City,38.973513,-94.549611,64132
393,3801 BROADWAY BLVD,BLARNEY STONE,TAVERN,Kansas City,39.058473,-94.590588,64111
394,9600 PRAIRIE VIEW ROAD ,FENTON NISSAN OF TIFFANY SPRINGS,TIRE DEALER,Kansas City,39.267241,-94.665406,64153
395,1321 WALNUT ,ANGEL'S ROCK BAR,TAVERN,Kansas City,39.098271000000004,-94.582133,64106
396,3700 BROADWAY ,HAMBURGER MARY'S KANSAS CITY,RESTAURANT-BAR,Kansas City,39.061102000000005,-94.590546,64111
397,3031 HOLMES ,KANSAS CITY METROPOLITAN LUTHERAN MINSITRY,NON PROFIT ORGINIZATION,Kansas City,39.071379,-94.576486,64109
398,2801 HOLMES STREET ,YOU SAY TOMATO,SIDEWALK CAFE,Kansas City,39.075317999999996,-94.576305,64109
399,3623 BROADWAY ,I PHO TOWER,RESTAURANT-BAR,Kansas City,39.061801,-94.59044300000001,64111
400,2450 GRAND AVENUE,CROWN CENTER APOTHECARY,PACKAGE,Kansas City,39.082565,-94.581836,64108
401,1601 BROADWAY ,TREAT AMERICA.,RESTAURANT-BAR,Kansas City,39.094569,-94.588646,64108
402,6245 TRUMAN ROAD ,EAST SIDE COIN LAUNDRY,AMUSEMENT DEVICE EXHIBITOR,Kansas City,39.093783,-94.508131,64126
403,4701 E GREGORY ,FRIENDS OF LAKESIDE NATURE CENTER,NON PROFIT ORGINIZATION,Kansas City,38.99686,-94.532216,64132
404,8201 NW 97TH TERRACE ,TIFFANY ATHLETIC ZONE,RESTAURANT-BAR,Kansas City,39.270164,-94.67473000000001,64153
405,1030 W 103RD STREET,WATTS MILL PRICE CHOPPER,PACKAGE,Kansas City,38.941984999999995,-94.605479,64114
406,419 WESTPORT ROAD ,WESTPORT CAFE & BAR,RESTAURANT-BAR,Kansas City,39.05316,-94.590715,64111
407,3200 N AMERISTAR DRIVE ,AMERISTAR CASINO KANSAS CITY,RESTAURANT-BAR,Kansas City,39.151011,-94.477261,64161
408,415-421 WESTPORT ROAD,"UNION OF WESTPORT, THE",TAVERN,Kansas City,39.053171,-94.590692,64111
409,13133 STATE LINE ROAD ,HARU SUSHI,RESTAURANT-BAR,Kansas City,38.889122,-94.607935,13133
410,14170 US 40 HIGHWAY ,HY-VEE GAS STATION #1261,PACKAGE,Kansas City,39.035582,-94.414804,14170
411,320 MCGEE STREET ,BONTERRA CATERING,RESTAURANT-BAR,Kansas City,39.119107,-94.582642,64116
412,9400 TROOST AVENUE ,HENDRICK COLLISION CENTER OF KANSAS CITY,TIRE DEALER,Kansas City,38.956294,-94.577805,64131
413,8201 23RD STREET ,VINO LEONARDO IMPORT,WHOLESALER,Kansas City,39.081154,-94.486846,64129
414,3740 BROADWAY ,VANDALS,TAVERN,Kansas City,39.059682,-94.59060600000001,64111
415,1228 MAIN STREET ,MIDLAND THEATRE / INDIE ON MAIN,TAVERN,Kansas City,39.096084000000005,-94.583366,64106
416,1511 BALTIMORE AVENUE ,TREAT AMERICA FOOD SERVICES,RESTAURANT-BAR,Kansas City,39.101237,-94.58423,64105
417,5134 BALTIMORE AVENUE ,VISITATION CATHOLIC SCHOOL,NON PROFIT ORGINIZATION,Kansas City,39.033532,-94.588605,64112
418,9340 BLUE RIDGE BLVD ,UNITED TIRE & MUFFLER,TIRE DEALER,Kansas City,38.954229999999995,-94.507733,64138
419,7900 TIFFANY SPRINGS PARKWAY ,DRURY INN & SUITES KANSAS CITY AIRPORT,TAVERN,Kansas City,39.272786,-94.67123199999999,64153
420,4530 BRIGHTON AVENUE ,CARE FREE AUTO REPAIR,TIRE DEALER,Kansas City,39.176611,-94.521396,64117
421,4048 BROADWAY BLVD ,RIOT ROOM THE,TAVERN,Kansas City,39.05385,-94.590902,64111
422,4426 NE WINN ROAD ,WINNWOOD SKATE CENTER,AMUSEMENT,Kansas City,39.175731,-94.531686,64117
423,3557 STADIUM DRIVE ,LANGLEY RECYCLING,SECONDARY METAL RECYCLER,Kansas City,39.059773,-94.51388100000001,64129
424,5128 ANTIOCH ROAD ,FIRESTONE COMPLETE AUTO CARE #2,TIRE DEALER,Kansas City,39.187911,-94.548836,64119
425,3205 MAIN STREET ,GATES BAR-B-Q (3),RESTAURANT-BAR,Kansas City,39.068989,-94.585346,64111
426,7300 US 40 HIGHWAY ,ACE AUTO LLC,SALVAGE YARD,Kansas City,39.065009,-94.49373800000001,64129
427,4532 TRUMAN ROAD ,"FALCO'S TRUCK,AUTO SALVAGE",SALVAGE YARD,Kansas City,39.094108,-94.52944699999999,64127
428,302 W 8TH ,PHOENIX JAZZ CLUB,RESTAURANT-BAR,Kansas City,39.10465,-94.58646800000001,64105
429,303 WESTPORT ROAD,BISTRO 303,RESTAURANT-BAR,Kansas City,39.053785999999995,-94.589428,64111
430,8116 NW PRAIRIE VIEW ROAD ,TIRES PLUS 1,TIRE DEALER,Kansas City,39.24212,-94.658846,64151
431,10401 SUMMIT STREET ,MOLLE VW AUDI (SERVICE CENTER),TIRE DEALER,Kansas City,38.940714,-94.601233,10401
432,4700-4704 INDEPENDENCE AVENUE,BACCALA,TAVERN,Kansas City,39.105536,-94.527102,64124
433,4050 PENNSYLVANIA AVENUE ,WESTPORT REGIONAL BUSINESS LEAGUE,RESTAURANT-BAR,Kansas City,39.053281,-94.59181600000001,64111
434,1228 BALTIMORE ,"BALTIMORE CLUB,THE",TAVERN,Kansas City,39.098892,-94.584366,64105
435,6301 BROOKSIDE PLAZA ,PANERA BREAD  #2735,SIDEWALK CAFE,Kansas City,39.01389,-94.59061,64113
436,10409 BLUE RIDGE BLVD ,BLUE RIDGE LIQUORS.,PACKAGE,Kansas City,38.935621999999995,-94.508328,10409
437,3832 MAIN STREET ,"AURA, KANSAS CITY",TAVERN,Kansas City,39.05777,-94.586062,64111
438,801 WESTPORT ,816 HOTEL,TAVERN,Kansas City,39.051194,-94.595692,64111
439,5125 N BELLAIRE AVENUE,AMERICAN LEGION POST #61,TAVERN,Kansas City,39.186901,-94.510785,64119
440,5905 72ND STREET ,SINCLAIR PLATTE WOODS,PACKAGE,Kansas City,39.225044,-94.648661,64151
441,6545 N COSBY ,MIKE'S SERVICE CENTER,TIRE DEALER,Kansas City,39.213409000000006,-94.646243,64151
442,3715 MAIN STREET ,BUDDIES LOUNGE,TAVERN,Kansas City,39.059758,-94.585865,64111
