,AccountNumber,AccountStatus,AccountStatusDescription,Address,BusinessDescription,BusinessName,City,CouncilDistrict,Date,EffectiveDate,EmployeeRange,HomeBasedBusiness,latitude,longitude,NumberOfEmployees,SIC,StartDate,State,Status,ZIPcode
131,8679,AC,Active Status,11213  E US 24 HWY,General Merchandise Retail,FAMILY DOLLAR STORES #21960,INDEPENDENCE,1,2013-01-29,12/31/2016,0-10,NO,39.1019668579102,-94.4439697265625,0,5399,8/30/1991,MO,RENEWAL,64054
132,36939,AC,Active Status,513  E US 24 HWY,Hair/Nail Salon (Business Owner),FANTASTIC SAM'S,INDEPENDENCE,1,2012-11-26,11/30/2016,0-10,NO,39.1002922058105,-94.4086303710938,0,7231,11/1/1997,MO,RENEWAL,64050
133,34733,AC,Active Status,10529  E US 40 HWY,Distribution,FASTENAL COMPANY,INDEPENDENCE,1,2013-02-04,1/31/2017,0-10,NO,39.0958518981934,-94.41259765625,0,7389AF,12/6/1996,MO,RENEWAL,64050
134,79924,AC,Active Status,1027  S PARK AVE,Child Care - 4 Or Less,FELDKAMP CHILDCARE,INDEPENDENCE,1,2012-04-19,4/30/2017,0-10,YES,39.0811996459961,-94.4356842041016,0,8351Q,4/1/2010,MO,RENEWAL,64050
136,31950,AC,Active Status,2408  N LIBERTY ST,Heating &/Or Cooling Contractor,FRED WILLIAMS HVAC,INDEPENDENCE,1,2012-11-05,11/30/2016,0-10,NO,39.1222534179688,-94.4165191650391,0,1711,11/22/1995,MO,RENEWAL,64050
137,79628,AC,Active Status,3325  S BLUE RIDGE BLVD,Fundraising Service,FUN PROJECTS,INDEPENDENCE,1,2013-01-30,1/31/2017,0-10,YES,39.0827903747559,-94.440544128418,0,7389D,1/18/2002,MO,RENEWAL,64052
138,79985,AC,Active Status,1600  W WHITE OAK AVE,Home w/Support Living Srvs,FOREST VIEW SENIOR RESIDENCES LLC,INDEPENDENCE,1,2012-05-07,3/31/2017,0-10,NO,39.0963172912598,-94.4352645874023,3,8361A,3/23/2010,MO,RENEWAL,64050
139,79985,AC,Active Status,1600  W WHITE OAK AVE,Home w/Support Living Srvs,FOREST VIEW SENIOR RESIDENCES LLC,INDEPENDENCE,1,2012-05-23,3/31/2017,0-10,NO,39.0963172912598,-94.4352645874023,3,8361A,3/23/2010,MO,RENEWAL,64050
140,33955,AC,Active Status,206  W HALLIBURTON CT,Wood & Metal Pattern,G & G WORKSHOP,INDEPENDENCE,1,2012-10-02,9/30/2016,0-10,YES,39.0803108215332,-94.4178085327148,0,3469,9/20/1996,MO,RENEWAL,64050
141,65359,AC,Active Status,107  W LEXINGTON AVE,Toy/Hobby Sales,"GAME CAFE, LLC",INDEPENDENCE,1,2013-01-11,1/31/2017,0-10,NO,39.0918655395508,-94.4161071777344,0,5945,3/25/2006,MO,RENEWAL,64050
143,2672,AC,Active Status,213  N MAIN ST,Sporting Goods/Supplies-Retail Sls,GATEWAY SPORTING GOODS,INDEPENDENCE,1,2012-04-27,4/30/2017,0-10,NO,39.0932807922363,-94.4152526855469,0,5941A,7/24/1986,MO,RENEWAL,64050
145,25908,AC,Active Status,316  W JONES ST,Glass Or Glazing Work,GLASS BIZ,INDEPENDENCE,1,2012-11-30,9/30/2016,0-10,YES,39.1089477539063,-94.4185028076172,0,1793,9/1/1993,MO,RENEWAL,64050
146,7,AC,Active Status,112  S MEMORIAL DR,Key/Lock Sales &/Or Service,GREG'S LOCK & KEY SERVICE INC,INDEPENDENCE,1,2012-05-03,4/30/2017,0-10,NO,39.0913963317871,-94.4135437011719,0,7699,6/11/1986,MO,RENEWAL,64050
147,87287,AC,Active Status,1117  S FULLER AVE,Lawn/Garden/Nursery/Implement Sales,"GROW YOUR OWN HYDROPONICS, INC",INDEPENDENCE,1,2012-06-11,6/11/2017,0-10,NO,39.0804328918457,-94.4337387084961,1,5261A,7/3/2012,MO,NEW,64050
148,5431,AC,Active Status,1009  N COTTAGE AVE   #,General Contractor,"GAMBLE CO., INC",INDEPENDENCE,1,2012-03-29,4/30/2017,0-10,NO,39.1022415161133,-94.4254302978516,1,1521B,1/1/1975,MO,RENEWAL,64050
149,8482,AC,Active Status,630  S COTTAGE AVE,Equipment-Special Machine Manufacturing,"GFE, INC",INDEPENDENCE,1,2012-04-23,4/30/2017,0-10,NO,39.085521697998,-94.4272079467773,0,3559,8/12/1991,MO,RENEWAL,64052
151,1599,AC,Active Status,1621  N LIBERTY ST,Mobile Home Park,HALE'S MOBILE HOME PARK INC,INDEPENDENCE,1,2012-04-27,4/30/2017,0-10,NO,39.1094589233398,-94.4152069091797,0,6515,11/1/1988,MO,RENEWAL,64050
153,73522,AC,Active Status,220  W WHITE OAK AVE,Bank,HAWTHORN BANK,INDEPENDENCE,1,2012-06-25,5/31/2017,0-10,NO,39.0948104858398,-94.4179458618164,0,6011,6/22/2007,MO,RENEWAL,64050
155,20486,AC,Active Status,924  W US 24 HWY,Restaurant,HI BOY #2,INDEPENDENCE,1,2013-01-02,12/31/2016,0-10,NO,39.1021385192871,-94.4270553588867,0,5812,1/1/1991,MO,RENEWAL,64050
157,84088,AC,Active Status,11112  E WINNER RD,Flowers/Plants-Fresh Retail,HILL FLOWER SHOP,INDEPENDENCE,1,2012-06-29,6/30/2016,0-10,NO,39.0879096984863,-94.4461822509766,1,5992A,6/29/2011,MO,RENEWAL,64052
158,71889,AC,Active Status,401  N SPRING ST,Charitable Organization/Solicitation,HILLCREST TRANSITIONAL HOUSING OF E,INDEPENDENCE,1,2012-12-21,12/31/2016,0-10,NO,39.0948181152344,-94.4194107055664,0,6799A,12/28/1998,MO,RENEWAL,64050
159,34066,AC,Active Status,401  N HOCKER TERR,Office-Billing/Admin/Constr/Recruiting,HOUSING AUTHORITY OF INDEPENDENCE,INDEPENDENCE,1,2012-09-14,9/30/2016,0-10,NO,39.0942726135254,-94.4076080322266,0,8721N,9/23/1996,MO,RENEWAL,64050
160,34067,AC,Active Status,210  S PLEASANT ST,Office-Billing/Admin/Constr/Recruiting,HOUSING AUTHORITY OF INDEPENDENCE,INDEPENDENCE,1,2012-09-14,9/30/2016,0-10,NO,39.0907821655273,-94.4220962524414,0,8721N,9/23/1996,MO,RENEWAL,64050
161,3760,AC,Active Status,100  E US 24 HWY,Motorcycle-New & Used Sales/Parts/Repair,"HUB CYCLE, INC",INDEPENDENCE,1,2012-04-13,4/30/2017,0-10,NO,39.1018829345703,-94.4147796630859,0,5571,5/7/1985,MO,RENEWAL,64050
162,37591,AC,Active Status,907 1/2 S CRYSLER AVE,Tanning Salon,HEAT ZONE TANNING,INDEPENDENCE,1,2012-03-27,3/31/2017,0-10,NO,39.0829925537109,-94.4317398071289,0,7299A,3/1/1998,MO,RENEWAL,64052
163,81460,AC,Active Status,11109  E WINNER RD,Bakery Products-Retail,HOME SWEET HOME,INDEPENDENCE,1,2012-09-18,9/30/2016,0-10,NO,39.0873222351074,-94.4469223022461,0,5461,10/1/2010,MO,RENEWAL,64052
164,58209,AC,Active Status,501  W LEXINGTON AVE,Real Estate Development/Construction,"I-470 DEVELOPMENT, INC",INDEPENDENCE,1,2012-09-06,9/30/2016,0-10,NO,39.0920715332031,-94.4216003417969,0,6552,9/18/2003,MO,RENEWAL,64050
165,31890,AC,Active Status,612  N DODGION AVE,Tow Service/Tow Lot,IMPACT TOWING & RECOVERY,INDEPENDENCE,1,2013-03-01,11/30/2016,0-10,NO,39.0968742370605,-94.4112319946289,3,7549D,11/8/1995,MO,RENEWAL,64050
166,22903,AC,Active Status,300  S NOLAND RD,Pet Services &/Or Products,INDEPENDENCE ANIMAL HOSPITAL,INDEPENDENCE,1,2012-11-13,11/30/2016,0-10,NO,39.0895957946777,-94.4139862060547,0,0752,11/13/1992,MO,RENEWAL,64050
167,67797,AC,Active Status,1401  W TRUMAN RD,Book Sales-Retail or Wholesale,INDEPENDENCE CAMPUS BOOKSTORE,INDEPENDENCE,1,2012-09-24,9/30/2016,0-10,NO,39.0935859680176,-94.4337387084961,0,5942,9/6/1999,MO,RENEWAL,64050
168,89454,AC,Active Status,150  E KANSAS AVE,Counseling/Mediation/Training Servcs,INDEPENDENCE GROWTH CENTRE,INDEPENDENCE,1,2013-02-15,2/28/2017,0-10,NO,39.0911750793457,-94.4135208129883,0,8322,3/1/2013,MO,NEW,64055
169,36599,AC,Active Status,737  S NORTHERN BLVD,Industrial Machinery/Equip Serv-Whsl,"INDEPENDENCE HYDRAULICS, INC.",INDEPENDENCE,1,2012-10-17,10/31/2016,0-10,NO,39.0953025817871,-94.4465026855469,0,5084,10/1/1997,MO,RENEWAL,64052
170,85706,AC,Active Status,409  N LIBERTY ST,Charitable Organization/Solicitation,"INDEPENDENCE MEALS ON WHEELS, INC.",INDEPENDENCE,1,2013-01-04,1/31/2017,0-10,NO,39.0950355529785,-94.4165573120117,0,6799A,1/6/2012,MO,RENEWAL,640500000
171,47950,AC,Active Status,308  W MAPLE AVE  #201,Commercial/Residentl Remodel &/Or Repair,"INDEPENDENCE RENAISSANCE, LLC",INDEPENDENCE,1,2012-04-16,1/31/2017,0-10,NO,39.0931434631348,-94.419075012207,0,1542N,1/1/2000,MO,RENEWAL,64050
172,47950,AC,Active Status,308  W MAPLE AVE  #201,Commercial/Residentl Remodel &/Or Repair,"INDEPENDENCE RENAISSANCE, LLC",INDEPENDENCE,1,2013-01-23,1/31/2017,0-10,NO,39.0931434631348,-94.419075012207,0,1542N,1/1/2000,MO,RENEWAL,64050
173,40992,AC,Active Status,117  E COLLEGE ST,Rental/Leasing Equip/Tents/Furniture,INDEPENDENCE RENT-ALL,INDEPENDENCE,1,2012-08-21,4/30/2017,0-10,NO,39.0971641540527,-94.4145736694336,4,7359,4/1/1999,MO,RENEWAL,64050
174,65972,AC,Active Status,216  W US 24 HWY,Trailer/RV Park,INDEPENDENCE RV/OVERNIGHT PARK,INDEPENDENCE,1,2012-04-03,3/31/2017,0-10,NO,39.1017684936523,-94.417724609375,1,7033,3/27/2006,MO,RENEWAL,64050
175,88554,AC,Active Status,202  W MAPLE AVE,Office-Billing/Admin/Constr/Recruiting,"INDEPENDENCE SQUARE ASSOCIATION,INC",INDEPENDENCE,1,2012-10-24,10/31/2016,0-10,NO,39.091667175293,-94.4153060913086,0,8721N,10/1/2005,MO,RENEWAL,64050
176,84959,AC,Active Status,537  E US 24 HWY,Auto/Truck Sales/Used,INDEPENDENCE AUTO MART,INDEPENDENCE,1,2012-10-30,10/31/2016,0-10,NO,39.1002922058105,-94.4086303710938,0,5521,10/17/2011,MO,RENEWAL,64050
177,72593,AC,Active Status,0   WALNUT & LIBERTY,Farmers Market,INDEPENDENCE FARMERS MARKET,INDEPENDENCE,1,2013-02-05,2/28/2017,0-10,NO,39.0942192077637,-94.4176788330078,0,5499D,5/3/2008,MO,RENEWAL,64050
178,6468,AC,Active Status,703  S COTTAGE AVE,Porcelain/Enameling Application,IPE (INDEPENDENCE PORCELAIN ENAMEL),INDEPENDENCE,1,2012-04-23,4/30/2017,0-10,NO,39.0845108032227,-94.4255905151367,0,3479B,11/29/1977,MO,RENEWAL,64050
179,77819,AC,Active Status,1218  S WILLOW AVE,General Contractor,ITT CONSTRUCTION CO. LLC,INDEPENDENCE,1,2012-08-20,8/31/2016,0-10,YES,39.0941963195801,-94.454231262207,0,1521B,8/6/2009,MO,RENEWAL,64052
180,84554,AC,Active Status,10428  E TRUMAN RD,Auto Repair-Light,J & J AUTO REPAIR,INDEPENDENCE,1,2012-08-07,8/31/2016,0-10,NO,39.0954971313477,-94.4535369873047,0,7538,8/24/2011,MO,RENEWAL,64052
181,88149,AC,Active Status,10428  E TRUMAN RD,Muffler &/Or Brake Shop,J AND J MUFFLER,INDEPENDENCE,1,2012-09-14,9/30/2016,0-10,NO,39.0954971313477,-94.4535369873047,0,7533,9/14/2012,MO,NEW,64052
182,89644,AC,Active Status,712  S PARK AVE,Photography,JANA MARIE PHOTOGRAPHY,INDEPENDENCE,1,2013-03-12,3/31/2017,0-10,YES,39.0854873657227,-94.4353103637695,0,7221,4/1/2009,MO,RENEWAL,64052
183,47825,AC,Active Status,3403  N SPRING ST,Pest Control/Disinfecting,JELINEK'S PEST CONTROL,INDEPENDENCE,1,2012-10-03,9/30/2016,0-10,YES,39.1256332397461,-94.4187622070313,0,7342,9/11/2000,MO,RENEWAL,64050
184,82414,AC,Active Status,1221  W US 24 HWY,Auto Repair-Light,JETTOVA-YIREH MECHANIC SHOP,INDEPENDENCE,1,2012-12-27,12/31/2016,0-10,NO,39.1016426086426,-94.4311370849609,0,7538,12/20/2010,MO,RENEWAL,64050
185,47958,AC,Active Status,10125  E US 24 HWY,Storage/Warehousing,JOHN KRAMER,INDEPENDENCE,1,2012-09-07,9/30/2016,0-10,YES,39.1024932861328,-94.4578399658203,0,4225,9/1/2000,MO,RENEWAL,64053
186,43521,AC,Active Status,9001  E WINNER RD,"Auto Restoration, Repair, Whlsl",JOHNSON AUTO BODY,INDEPENDENCE,1,2012-05-01,4/30/2017,0-10,NO,39.1064262390137,-94.4731216430664,0,5012B,4/1/2000,MO,RENEWAL,64053
188,58529,AC,Active Status,211  E US 24 HWY,Auto Sales/Wholesale Only,JEL ENTERPRISES,INDEPENDENCE,1,2013-01-11,1/31/2017,0-10,NO,39.1009788513184,-94.4118957519531,0,5012,1/1/2004,MO,RENEWAL,64050
189,27532,AC,Active Status,1010  N NOLAND RD,Auto/Truck Sales/Used,"K & C BUDGET LOT, LLC",INDEPENDENCE,1,2012-04-20,4/30/2017,0-10,NO,39.101490020752,-94.4135894775391,0,5521,4/1/1994,MO,RENEWAL,64050
191,28681,AC,Active Status,1901  S BLUE RIDGE BLVD,Cemetery/Funeral Services,K I BLUE RIDGE CEMETERY,INDEPENDENCE,1,2012-08-29,8/31/2016,0-10,NO,39.0875549316406,-94.4745101928711,1,6553,8/25/1994,MO,RENEWAL,64052
192,68060,AC,Active Status,601  N NOLAND RD,Tow Service/Tow Lot,"KLINGINSMITH BODY SHOP, INC",INDEPENDENCE,1,2012-06-14,5/31/2017,0-10,NO,39.0966377258301,-94.4128570556641,2,7549D,10/24/2006,MO,RENEWAL,64050
193,66571,AC,Active Status,601  N NOLAND RD,Auto Body Shop & Used Auto Sales,"KLINGINSMITH BODY SHOP, INC.",INDEPENDENCE,1,2012-06-14,5/31/2017,0-10,NO,39.0966377258301,-94.4128570556641,3,7531E,5/24/2006,MO,RENEWAL,64050
194,5128,AC,Active Status,500  N DODGION AVE,Embroidery/Needlework Service,"KNITCRAFT, INC.",INDEPENDENCE,1,2012-05-02,4/30/2017,0-10,NO,39.0957832336426,-94.4112930297852,0,7389DA,5/18/1976,MO,RENEWAL,64050
195,52856,AC,Active Status,9512  E WINNER RD,Office-Billing/Admin/Constr/Recruiting,"KRAMER PRODUCTS, INC.",INDEPENDENCE,1,2012-04-04,4/30/2017,0-10,YES,39.0983238220215,-94.465446472168,0,8721N,4/1/2002,MO,RENEWAL,64052
196,75716,AC,Active Status,720  W 23RD ST   UNIT A,Electronic Sales/Serv/Install,"KC WIRELESS, INC.",INDEPENDENCE,1,2012-05-21,4/30/2017,0-10,NO,39.0803070068359,-94.4256896972656,0,5731,1/5/1978,MO,RENEWAL,64050
197,25570,AC,Active Status,907 1/2 S CRYSLER AVE,Dance Instruction/Studio,KIM'S DANCE CO.,INDEPENDENCE,1,2012-08-29,8/31/2016,0-10,NO,39.0829925537109,-94.4317398071289,0,7911,9/1/1993,MO,RENEWAL,64052
199,86810,AC,Active Status,1855  S STERLING AVE,Instructional Courses/Services,"L GRACE KOHAN PIANO LESSONS, LLC",INDEPENDENCE,1,2012-05-02,5/31/2017,0-10,YES,39.0855369567871,-94.4457244873047,0,8299C,5/1/2012,MO,NEW,64052
200,4582,AC,Active Status,419  S LIBERTY ST,Accounting/Bookeeping Srv,"LANDIS-COLVIN ACCOUNTANTS, INC",INDEPENDENCE,1,2012-05-02,4/30/2017,0-10,NO,39.0880393981934,-94.4168853759766,0,8721,9/13/1979,MO,RENEWAL,64050
201,42770,AC,Active Status,11014  E TRUMAN RD,Tow Service/Tow Lot,LANGER TOW,INDEPENDENCE,1,2013-02-25,12/31/2016,0-10,NO,39.0952796936035,-94.4470443725586,4,7549D,12/2/1999,MO,RENEWAL,64052
202,42771,AC,Active Status,11014  E TRUMAN RD,Auto Body/Top Repair/Detail,LANGER TOW & AUTOBODY LLC,INDEPENDENCE,1,2013-02-25,12/31/2016,0-10,NO,39.0952796936035,-94.4470443725586,1,7532,12/2/1999,MO,RENEWAL,64052
205,76366,AC,Active Status,618  N DELAWARE AVE,Photography,LAURA KATHRYN PHOTOGRAPHY,INDEPENDENCE,1,2012-12-22,11/5/2016,0-10,YES,39.0972137451172,-94.4240036010742,1,7221,11/1/2007,MO,RENEWAL,64050
207,7234,AC,Active Status,226  E FARMER ST,Auto Repair-Major/Specialized,LEROY'S FRAME WORKS LLC,INDEPENDENCE,1,2012-05-01,4/30/2017,0-10,NO,39.095703125,-94.4118576049805,0,7539A,11/2/1988,MO,RENEWAL,64050
208,48787,AC,Active Status,227  E COLLEGE ST  #B,Printing-Commercial,LEW PRINTING,INDEPENDENCE,1,2013-01-23,1/31/2017,0-10,NO,39.097110748291,-94.4117736816406,0,2752,1/1/2000,MO,RENEWAL,64050
212,3939,AC,Active Status,8625  E WILSON RD,Gas - Liquified Bottled,"LLOYD'S ALL BEVERAGE CONTROL, INC.",INDEPENDENCE,1,2012-04-24,4/30/2017,0-10,NO,39.1088676452637,-94.4802780151367,0,5984,11/26/1979,MO,RENEWAL,64053
213,83574,AC,Active Status,346  S NOLAND RD,Auto Service,LUBE CUBE LLC,INDEPENDENCE,1,2012-05-01,5/31/2017,0-10,NO,39.0891456604004,-94.4138107299805,0,7549,6/13/2011,MO,RENEWAL,64050
216,81302,AC,Active Status,1218  S WILLOW AVE,Fundraising Service,LIMA OF INDEPENDENCE,INDEPENDENCE,1,2012-10-12,9/30/2016,0-10,YES,39.0941963195801,-94.454231262207,1,7389D,9/1/2010,MO,RENEWAL,64052
217,6413,AC,Active Status,8713  E WINNER RD,Auto/Truck Sales/Used,M & N AUTO SALES,INDEPENDENCE,1,2012-04-02,4/30/2017,0-10,NO,39.1075286865234,-94.478759765625,0,5521,5/26/1987,MO,RENEWAL,64053
218,39925,AC,Active Status,2623  S BAKER RD,Computer Repair/Consulting,M & N TECHNOLOGIES,INDEPENDENCE,1,2012-12-13,12/31/2016,0-10,YES,39.0891876220703,-94.466552734375,1,7378B,12/9/1998,MO,RENEWAL,64053
219,77400,AC,Active Status,107  S MAIN ST   100,Coffee Service/Sales,MAIN STREET COFFEEHOUSE,INDEPENDENCE,1,2012-06-25,6/30/2017,0-10,NO,39.0918312072754,-94.4154663085938,0,5812O,6/24/2009,MO,RENEWAL,64050
220,8669,AC,Active Status,1404  N NOLAND RD,Consulting Engineer,MANUFACTURING TECHNICAL SERVICE,INDEPENDENCE,1,2012-04-23,4/30/2017,0-10,YES,39.1061630249023,-94.4129638671875,0,8712D,12/11/1991,MO,RENEWAL,64050
222,6201,AC,Active Status,1301  N LIBERTY ST,Trophy Sales/Retail/Engraving,MARY'S TROPHIES,INDEPENDENCE,1,2012-04-02,4/30/2017,0-10,YES,39.1046943664551,-94.4161605834961,0,5999M,5/1/1987,MO,RENEWAL,64050
223,31871,AC,Active Status,11409  E TRUMAN RD,Auto Transmission Repair,MAYWOOD AUTO REPAIR OF INDEPENDENCE,INDEPENDENCE,1,2012-12-18,11/30/2016,0-10,NO,39.0942916870117,-94.4404907226563,5,7537,11/6/1995,MO,RENEWAL,64050
224,63296,AC,Active Status,1207  S HARDY AVE,Car Wash,MAYWOOD CAR WASH,INDEPENDENCE,1,2012-06-01,5/31/2017,0-10,NO,39.0948905944824,-94.4546966552734,0,7542,5/10/2005,MO,RENEWAL,64052
225,33358,AC,Active Status,10300  E TRUMAN RD,Nursing Home/Assisted Living,MAYWOOD TERRACE LIVING CENTER,INDEPENDENCE,1,2012-04-24,4/30/2017,0-10,NO,39.0957107543945,-94.4555587768555,0,8051,4/1/1996,MO,RENEWAL,64052
226,50691,AC,Active Status,308  W MAPLE AVE   #204,Real Estate Agents & Managers,MCCLAIN BROTHERS REAL ESTATE,INDEPENDENCE,1,2012-06-29,6/30/2017,0-10,NO,39.0931434631348,-94.419075012207,0,6531,6/1/2001,MO,RENEWAL,64050
227,56562,AC,Active Status,11700  E US 24 HWY,Restaurant,MCDONALD'S,INDEPENDENCE,1,2012-11-05,10/31/2016,0-10,NO,39.1025047302246,-94.4364318847656,0,5812,10/1/2002,MO,RENEWAL,64054
228,4851,AC,Active Status,613  S MAIN ST,Day Care/Preschool,MESSIAH LUTHERAN CHURCH,INDEPENDENCE,1,2012-04-23,4/30/2017,0-10,NO,39.0861930847168,-94.4152145385742,0,8351E,11/10/1981,MO,RENEWAL,64050
231,89640,AC,Active Status,10922  E WINNER RD,Art/Painting Sales,MIKE HINOJOSA STUDIO,INDEPENDENCE,1,2013-03-12,3/31/2017,0-10,NO,39.0880012512207,-94.4484252929688,0,8249C,3/12/2013,MO,NEW,64052
232,79734,AC,Active Status,534  S ARLINGTON AVE,Lawn Sprinkler & Irrigation Systems,MIKE'S SPRINKLERS,INDEPENDENCE,1,2012-04-09,3/31/2017,0-10,YES,39.1053695678711,-94.4640808105469,0,1711O,2/1/2010,MO,RENEWAL,64053
233,61769,AC,Active Status,2601  N LIBERTY ST,Child Care Center,MILL CREEK CHILD & FAMLY LEARNG CTR,INDEPENDENCE,1,2012-04-16,4/30/2017,0-10,NO,39.1252708435059,-94.4139099121094,0,8351,4/30/2004,MO,RENEWAL,64050
234,79249,AC,Active Status,209  W MILL ST,Plumbing Contractor,MITCH'S PLUMBING CO.,INDEPENDENCE,1,2012-04-12,1/31/2017,0-10,YES,39.0995063781738,-94.417366027832,0,1711A,10/27/2002,MO,RENEWAL,64050
235,52564,AC,Active Status,706  S PARK AVE,Tree Service,MITCHELL TRUCKING,INDEPENDENCE,1,2013-02-28,2/28/2017,0-10,YES,39.0858993530273,-94.4352951049805,0,0783,2/4/2002,MO,RENEWAL,64052
236,68724,AC,Active Status,835  N LIBERTY ST,Cleaning/Maintenance Service,MITCHELL'S CLEANING SERVICE,INDEPENDENCE,1,2012-06-08,6/30/2017,0-10,YES,39.1004409790039,-94.4163055419922,0,7349,6/14/2004,MO,RENEWAL,64050
237,8145,AC,Active Status,618  N DODGION AVE,Cleaning/Maintenance Service,MODERN BLDG MAINTENANCE CO INC,INDEPENDENCE,1,2012-10-12,10/31/2016,0-10,NO,39.0971488952637,-94.4112167358398,0,7349,10/10/1991,MO,RENEWAL,64050
238,69856,AC,Active Status,19600  E 39TH ST S,Food Service Management,MORRISON MANAGEMENT % CENTERPOINT,INDEPENDENCE,1,2012-04-20,4/30/2017,0-10,NO,39.0934677124023,-94.4354095458984,0,5499C,1/10/2004,MO,RENEWAL,64050
239,43378,AC,Active Status,614  S BROOKSIDE AVE,Cemetery/Funeral Services,MOUNT WASHINGTON FOREVER,INDEPENDENCE,1,2013-01-25,1/31/2017,0-10,NO,39.098575592041,-94.4734420776367,0,6553,12/1/1999,MO,RENEWAL,64053
240,32541,AC,Active Status,10801  E WINNER RD,Auto Repair-Light,MR D'S AUTOMOTIVE INC.,INDEPENDENCE,1,2012-05-17,3/31/2017,0-10,NO,39.0874900817871,-94.4503555297852,0,7538,3/1/1996,MO,RENEWAL,64052
241,8547,AC,Active Status,1212  W RUBY AVE,Cleaning/Maintenance Service,"MULTIPLE SERVICE CONTRACTORS, INC.",INDEPENDENCE,1,2012-10-31,9/30/2016,0-10,NO,39.0866165161133,-94.4303817749023,0,7349,9/26/1991,MO,RENEWAL,64052
243,71323,AC,Active Status,10501  E US 24 HWY,Auto Repair/Restoration/Sales,MIDWEST AUTO SALE AND SERVICE,INDEPENDENCE,1,2012-10-31,10/31/2016,0-10,NO,39.1025428771973,-94.4542999267578,0,7538EC,10/17/2007,MO,RENEWAL,64053
244,31488,AC,Active Status,213  S MAIN ST,Office-Billing/Admin/Constr/Recruiting,NATIONAL ASSN. OF PARLIAMENTARIANS,INDEPENDENCE,1,2013-02-06,2/28/2017,0-10,NO,39.0904998779297,-94.4153747558594,0,8721N,2/14/1994,MO,RENEWAL,64050
247,813,AC,Active Status,11124  E TRUMAN RD,Auto/Truck Sales/Used,NICE SALES,INDEPENDENCE,1,2012-04-04,4/30/2017,0-10,NO,39.0952110290527,-94.4460220336914,0,5521,11/4/1983,MO,RENEWAL,64052
248,40729,AC,Active Status,509  S NOLAND RD,Funeral Home,NOLAND ROAD CHAPEL,INDEPENDENCE,1,2012-05-02,4/30/2017,0-10,NO,39.0873413085938,-94.4131698608398,0,7261,4/30/1999,MO,RENEWAL,64050
249,79266,AC,Active Status,201  W LEXINGTON AVE  L LEVEL,Court Services,NORTHLAND DEPENDENCY SERVICES,INDEPENDENCE,1,2013-01-11,12/31/2016,0-10,NO,39.0922508239746,-94.415412902832,0,8322H,4/1/2005,MO,RENEWAL,64050
250,76287,AC,Active Status,217  S CEDAR AVE,Office-Billing/Admin/Constr/Recruiting,NORTHWEST COMMUNITIES DVLPMT. CORP.,INDEPENDENCE,1,2013-02-08,2/28/2017,0-10,NO,39.107177734375,-94.4575042724609,8,8721N,2/25/2000,MO,RENEWAL,64053
251,82878,AC,Active Status,317  W US 24 HWY,Restaurant,NOVELLA'S BISTRO,INDEPENDENCE,1,2013-03-01,2/28/2017,0-10,NO,39.1008110046387,-94.4191055297852,0,5812,3/10/2011,MO,RENEWAL,64050
252,23373,AC,Active Status,501  N NOLAND RD,Car Wash Equipment/Supplies Whsl,NU LOOK CAR CARE SUPPLY,INDEPENDENCE,1,2012-12-28,12/31/2016,0-10,NO,39.0958518981934,-94.41259765625,0,5087G,10/1/1991,MO,RENEWAL,64050
254,42160,AC,Active Status,301  S MAIN ST,Union Hall,OPERATIVE PLASTERERS/CEMENT MASONS,INDEPENDENCE,1,2012-10-02,10/31/2016,0-10,NO,39.0896224975586,-94.4154357910156,5,3494,10/1/1999,MO,RENEWAL,64050
255,37612,AC,Active Status,201  N MAIN ST,Restaurant/Bar,OPHELIA'S,INDEPENDENCE,1,2012-04-23,4/30/2017,0-10,NO,39.0929336547852,-94.4152679443359,0,5812H,4/1/1998,MO,RENEWAL,64050
256,54287,AC,Active Status,400  N LIBERTY ST,Printing-Commercial,OSAGE PRINTING LLC,INDEPENDENCE,1,2012-10-04,8/31/2016,0-10,NO,39.0947914123535,-94.4172668457031,5,2752,8/1/2002,MO,RENEWAL,64050
257,83576,AC,Active Status,917  S HOME AVE,Construction-Metal/Storage Bldg,P & L CONSTRUCTION LLC,INDEPENDENCE,1,2012-06-01,5/2/2017,0-10,YES,39.0979232788086,-94.4593124389648,0,1542A,5/2/2011,MO,RENEWAL,64053
258,5658,AC,Active Status,1215  W ELM ST,Bicycle Sales & Service,PACE BICYCLE HAVEN,INDEPENDENCE,1,2012-06-28,4/30/2017,0-10,NO,39.0876235961914,-94.4316024780273,3,5941B,5/21/1985,MO,RENEWAL,64050
260,84681,AC,Active Status,510  S HUTTIG AVE,Notary Servs-Mobile or Commerical Locatn,PARKER NOTARY MOBILE SERVICES,INDEPENDENCE,1,2012-10-06,9/10/2016,0-10,YES,39.1056594848633,-94.4570541381836,0,7389A,7/9/2011,MO,RENEWAL,64053
261,40017,AC,Active Status,14826  E NICKELL AVE,Tow Service (NO TOW LOT),PAUL'S AUTO RECOVERY,INDEPENDENCE,1,2013-01-11,1/31/2017,0-10,YES,39.1048126220703,-94.4039077758789,0,7549A,1/1/1999,MO,RENEWAL,64050
