PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,FISCAL_YEAR,OBJECTID
PO555053,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",209.87,2016-11-22T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,307378
PO554865,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"LABOR, MISCELLANEOUS",14900,2016-11-18T00:00:00.000Z,THE WASHINGTON POST,2017,307379
PO554349,DEPARTMENT OF EMPLOYMENT SERVICES,9525900:Human Services (Not Otherwise Classified),2000,2016-11-14T00:00:00.000Z,"Westlink Career Institute, LLC",2017,307380
PO554374-V2,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,500,2016-12-01T00:00:00.000Z,Opportunities Industrial Center,2017,307381
PO553573,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"4851634:CLEANER, GENERAL PURPOSE, CONCENTRATE",23.1,2016-11-03T00:00:00.000Z,LASER ART INC,2017,307382
PO553969,FIRE AND EMERGENCY MEDICAL SERVICES,9986700:Medical and Dental Equipment and Supplies,2280,2016-11-08T00:00:00.000Z,Total Healthcare Solutions,2017,307383
PO554330,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,500,2016-11-10T00:00:00.000Z,"Destined For Greatness, LLC",2017,307384
PO555719,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,300,2016-12-02T00:00:00.000Z,"Destined For Greatness, LLC",2017,307385
PO554376-V2,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,300,2016-12-01T00:00:00.000Z,Opportunities Industrial Center,2017,307386
PO555714,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,250,2016-12-02T00:00:00.000Z,"Destined For Greatness, LLC",2017,307387
PO550280,DEPARTMENT OF PUBLIC WORKS,CATERING SERVICES,2500,2016-10-03T00:00:00.000Z,AU BON PAIN CORP,2017,307388
PO550786,DEPARTMENT OF GENERAL SERVICES,9582600:Construction Management Services,112000,2016-10-05T00:00:00.000Z,Moody.Nolan-DC,2017,307389
PO555011,COMMISSION ON ARTS & HUMANITIES,"9620700:Arts Services (Cultural, Design, Visual, etc.)",63802,2016-11-22T00:00:00.000Z,TRUSTEES OF AMHERST COLLEGE,2017,307390
PO554530,COMMISSION ON ARTS & HUMANITIES,"9620700:Arts Services (Cultural, Design, Visual, etc.)",6000,2016-11-16T00:00:00.000Z,LINN MEYERS,2017,307391
PO551201,CHILD AND FAMILY SERVICES,"LABOR, MISCELLANEOUS",20000,2016-10-11T00:00:00.000Z,Sharon  M.Taylor,2017,307392
PO552271,DEPARTMENT OF HUMAN SERVICES,9521500:Case Management,10000,2016-10-21T00:00:00.000Z,Friendship Place,2017,307393
PO552852,DEPARTMENT OF HUMAN SERVICES,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,45019.2,2016-10-27T00:00:00.000Z,"AVID SYSTEMS, LLC",2017,307394
PO554713,DEPARTMENT ON DISABILITY SERVICES,9461100:Accounting Services (Not Otherwise Classified),128475,2016-11-17T00:00:00.000Z,IMA PROFESSIONAL SERVICES,2017,307395
PO556650,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,50,2016-12-19T00:00:00.000Z,GREAT AMERICAN CORP,2017,307396
PO554480,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",315,2016-11-15T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,307397
PO555053,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",20.64,2016-11-22T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,307398
PO555053,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",81.55,2016-11-22T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,307399
PO556840,COUNCIL OF THE DISTRICT OF COLUMBIA,"6153301:ACCESSORIES, DESK",6.8,2016-12-22T00:00:00.000Z,LASER ART INC,2017,307400
PO550264,DEPARTMENT OF BEHAVIORAL HEALTH,9105960:PEST CONTROL SERVICES (INCL. TERMITE INSPECTION),96,2016-10-03T00:00:00.000Z,PEST SERVICES CO.,2017,307401
PO553026,COMMISSION ON ARTS & HUMANITIES,"9620700:Arts Services (Cultural, Design, Visual, etc.)",12000,2016-10-28T00:00:00.000Z,MARTHA JACKSON-JARVIS,2017,307402
PO552869-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,27292.8,2016-12-08T00:00:00.000Z,"Networking For Future, Inc.",2017,307403
PO555341,OFFICE OF CHIEF TECHNOLOGY OFFICER,"9204520:MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",13985.34,2016-11-29T00:00:00.000Z,THE PRESIDIO CORPORATION,2017,307404
PO554155,COMMISSION ON ARTS & HUMANITIES,"9620700:Arts Services (Cultural, Design, Visual, etc.)",5000,2016-11-09T00:00:00.000Z,Lazaro Batista,2017,307405
PO551474,DC PUBLIC LIBRARY,"SERVICE, MONITORING",1740,2016-10-13T00:00:00.000Z,"KEYSTONE US MANAGEMENT, INC",2017,307406
PO550947,DEPARTMENT OF GENERAL SERVICES,"4051585:GASOLINE, UNLEADED REGULAR",10000,2016-10-06T00:00:00.000Z,TRUMAN ARNOLD COMPANIES,2017,307407
PO552110-V2,DEPARTMENT OF HEALTH,9484800:Health Care Services (Not Otherwise Classified),25000,2016-12-29T00:00:00.000Z,"CARL VOGEL FOUNDATION,INC",2017,307408
PO551795,DEPARTMENT OF HUMAN SERVICES,9529500:Youth Care Services,24300,2016-10-18T00:00:00.000Z,"Access Youth, Inc.",2017,307409
PO555454,DEPARTMENT OF HUMAN SERVICES,"9155848:LABELING AND MAILING SERVICES, INCLUDING AFFIXING LABELS TO SELF-MAILERS OR ENVELOPES AND MAILING (LABELS AND ENVELOPES TO BE FURNISHED BY THE AGENCY/DEPT.) COST OF POSTAGE TO BE PAID DIRECT TO THE POST OFFICE BY AGENCY",103400,2016-11-30T00:00:00.000Z,UNITED STATES POSTAL SERVICE,2017,307410
PO550738,DEPARTMENT OF MOTOR VEHICLES,"2048861:SCANNERS, COMPUTER, W/6 FT. MIN. CABLES, BRAND AND MODEL LISTED OR EQUAL",6000,2016-10-04T00:00:00.000Z,"SUPRETECH, INC.",2017,307411
PO555331,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9521900:Community Garden Program,300,2016-11-29T00:00:00.000Z,"ROOFTOP ROOTS, INC",2017,307412
PO555853,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DISINFECTANTS, AEROSOL SPRAY, PHENOL TYPE TO BE - STAPHYLOCIDAL, TUBERCULOCIDAL,PSEUDOMONACIDAL, FUNGICIDAL & VIRUCIDAL",29.2,2016-12-06T00:00:00.000Z,General Merchandise Supplies,2017,307413
PO555650,DEPARTMENT OF BEHAVIORAL HEALTH,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,8103.82,2016-12-02T00:00:00.000Z,"LEXI-COMP, INC.",2017,307414
PO552378,DEPARTMENT OF HEALTH,"9527700:Research and Evaluation, Human Services (Including Productivity Audits)",45502,2016-10-24T00:00:00.000Z,richard elion md,2017,307415
PO551880,DEPARTMENT OF HUMAN SERVICES,9521500:Case Management,31500,2016-10-20T00:00:00.000Z,GREEN DOOR INC,2017,307416
PO554389,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,300,2016-11-14T00:00:00.000Z,Run Hope Work_1,2017,307417
PO548001-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",74123.3,2016-10-27T00:00:00.000Z,SAIC_1,2017,307418
PO553469-V2,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,ECONOMIC IMPACT STUDY,19467,2016-12-16T00:00:00.000Z,"Strategic Impact Advisors, LLC",2017,307419
PO549945,DEPARTMENT OF EMPLOYMENT SERVICES,"9262300:Auditing Services, Environmental",20832,2016-10-03T00:00:00.000Z,SB & Company,2017,307420
PO554326,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,500,2016-11-10T00:00:00.000Z,"Destined For Greatness, LLC",2017,307421
PO554173,COMMISSION ON ARTS & HUMANITIES,"9620700:Arts Services (Cultural, Design, Visual, etc.)",5300,2016-11-09T00:00:00.000Z,SEENOSUN ONSTAGE,2017,307422
PO553376,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES,150000,2016-11-01T00:00:00.000Z,UNIVERSITY OF DISTRICT OF COL,2017,307423
PO555235,DEPARTMENT OF HEALTH,9528500:Support Services,5172,2016-11-28T00:00:00.000Z,CANON FINANCIAL SERVICES,2017,307424
PO553013,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"9621600:Bus Transportation Services, School",950,2016-10-28T00:00:00.000Z,JC CHARTERS AND TOURS LLC,2017,307425
PO553272,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"2086775:SOFTWARE, MICROCOMPUTER, SUBSCRIPTIONS",9882,2016-11-01T00:00:00.000Z,"Lexia Learning Systems, Inc",2017,307426
PO553209,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"4200850:TABLES, CAFETERIA",228.66,2016-10-31T00:00:00.000Z,LASER ART INC,2017,307427
PO554208,INAUGURAL EXPENSES,"Battery Chargers, Computer and Peripheral, Environmentally Certified Products",118300,2016-11-10T00:00:00.000Z,"MOTOROLA, INC.",2017,307428
PO557032,DEPARTMENT OF CORRECTIONS,"4206818:MATTRESSES, COTTON, W/FLAME RESISTANT TICKING",5000,2016-12-29T00:00:00.000Z,AMERICAN SUPPLY COMPANY,2017,307429
PO555403,COUNCIL OF THE DISTRICT OF COLUMBIA,"6153301:ACCESSORIES, DESK",292.08,2016-11-30T00:00:00.000Z,LASER ART INC,2017,307430
PO554566-V2,DEPARTMENT OF EMPLOYMENT SERVICES,"6153301:ACCESSORIES, DESK",610,2016-12-12T00:00:00.000Z,MDM Office Systems DBA Standard Office Supply,2017,307431
PO549999,DEPARTMENT OF BEHAVIORAL HEALTH,9589600:Waste Management Services,960,2016-10-03T00:00:00.000Z,STERICYCLE INC,2017,307432
PO549839,DEPARTMENT OF BEHAVIORAL HEALTH,"9105200:Maintenance Services, Building (Not Otherwise Classified)",4000,2016-10-03T00:00:00.000Z,Greenscape Environmental Services,2017,307433
PO554191,METROPOLITAN POLICE DEPARTMENT,"9615075:TESTIMONY, MEDICAL, COURT OR ADMINISTRATIVE",1500,2016-11-09T00:00:00.000Z,"File & ServeXpress, LLC",2017,307434
PO552098,COMMISSION ON ARTS & HUMANITIES,"9620700:Arts Services (Cultural, Design, Visual, etc.)",2000,2016-10-20T00:00:00.000Z,LINA ALATTAR,2017,307435
PO552790,COMMISSION ON ARTS & HUMANITIES,"9620700:Arts Services (Cultural, Design, Visual, etc.)",20000,2016-10-27T00:00:00.000Z,"CENTRONIA, INC.",2017,307436
PO556560,DEPARTMENT OF HEALTH,9528500:Support Services,24000,2016-12-16T00:00:00.000Z,CANON FINANCIAL SERVICES,2017,307437
PO556368,OFFICE OF MUNICIPAL PLANNING,URBAN PLANNING CONSULTING,13000,2016-12-14T00:00:00.000Z,Van Alen Institute,2017,307438
PO556681,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"2009230:COATS, CHEF'S, TWILL, 65% POLYESTER, 35% COTTON, DURA-PRESS",359,2016-12-20T00:00:00.000Z,Imageone Uniforms,2017,307439
PO552556,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"0801016:BADGES, NAME TAG, LASER PRINTER",10000,2016-10-26T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,307440
PO553209,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"4200850:TABLES, CAFETERIA",222.25,2016-10-31T00:00:00.000Z,LASER ART INC,2017,307441
PO556274,DEPARTMENT OF ENERGY AND ENVIRONMENT,"FEES, DUES",3500,2016-12-13T00:00:00.000Z,NATIONAL ENERGY ASSISTANCE,2017,307442
PO555666,OFFICE OF CHIEF FINANCIAL OFFICER,"9182810:CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING",7500,2016-12-02T00:00:00.000Z,CobbleStone Systems Corp.,2017,307443
PO556078,PUBLIC SERVICE COMMISSION,MAINTENANCE AND INSPECTION OF INTEGRATED FIRE ALARM AND ACCESS CONTROL/SECURITY SYSTEMS,16794.24,2016-12-08T00:00:00.000Z,KASTLE SYSTEMS,2017,307444
PO538014-V5,DEPT. OF HOUSING AND COMM. DEVELOPMENT,"7005765:INKS, PRINTERS",3340,2016-10-07T00:00:00.000Z,CORPORATE SYSTEMS RESOURCES,2017,307445
PO555426,DC NATIONAL GUARD,"9242500:For Credit Classes, Seminars, Workshops, etc.",1917,2016-11-30T00:00:00.000Z,MFRI,2017,307446
PO554373-V2,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,750,2016-12-01T00:00:00.000Z,Opportunities Industrial Center,2017,307447
PO553644,METROPOLITAN POLICE DEPARTMENT,"9204522:SOFTWARE LICENSING AND RELATED SUPPORT SERVICES, OHIO",22320,2016-11-03T00:00:00.000Z,RELX Inc,2017,307448
PO556493,DEPARTMENT OF BEHAVIORAL HEALTH,"Professional Services, Subcontractor and Contractor >25000",3749.46,2016-12-15T00:00:00.000Z,Esther L. Ford,2017,307449
PO537168-V2,OFFICE OF CHIEF FINANCIAL OFFICER,9463300:Collection Services,1008197.95,2016-10-28T00:00:00.000Z,MBIA,2017,307450
PO552774,COMMISSION ON ARTS & HUMANITIES,"9620700:Arts Services (Cultural, Design, Visual, etc.)",3500,2016-10-27T00:00:00.000Z,JENNIFER DORSEY,2017,307451
PO552530,DEPARTMENT OF HUMAN SERVICES,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,38131.2,2016-10-26T00:00:00.000Z,"AVID SYSTEMS, LLC",2017,307452
PO549603,DEPARTMENT OF HEALTH,9484800:Health Care Services (Not Otherwise Classified),186000,2016-10-05T00:00:00.000Z,THE WOMEN'S COLLECTIVE,2017,307453
PO548001-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,"9204520:MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",2474.2,2016-10-27T00:00:00.000Z,SAIC_1,2017,307454
PO554759,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,LIBRARY MEDIA/INTERNET RESOURCES,5509.33,2016-11-17T00:00:00.000Z,"TRIUMPH LEARNING, COACH BOOKS",2017,307455
PO555053,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",25.5,2016-11-22T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,307456
PO555053,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",36.06,2016-11-22T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,307457
PO556125,FIRE AND EMERGENCY MEDICAL SERVICES,"3933027:BEVERAGES, THIRST QUENCHING (GATORADE OR EQUAL)",1270.94,2016-12-09T00:00:00.000Z,PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers,2017,307458
PO551798,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL TRAINING CONSULTANT SERVICES,2416,2016-10-18T00:00:00.000Z,Common Threads,2017,307459
PO550619,DC PUBLIC LIBRARY,9885254:LANDSCAPE REPLACEMENT SERVICES,2500,2016-10-03T00:00:00.000Z,Daylily Landscaping LLC,2017,307460
PO556436,D.C HEALTH BENEFIT EXCHANGE AUTHORITY,PROFESSIONAL ORGANIZATION,11416,2016-12-15T00:00:00.000Z,CTR FOR HEALTH POLICY DEVELOP,2017,307461
PO551203,D.C HEALTH BENEFIT EXCHANGE AUTHORITY,"LABOR, MISCELLANEOUS",25000,2016-10-11T00:00:00.000Z,"Allison Payment Systems, LLC",2017,307462
PO556996,OFFICE OF CHIEF TECHNOLOGY OFFICER,"MAINTENANCE, NETWORKING SOFTWARE",51480,2016-12-28T00:00:00.000Z,Carahsoft Technology Corporation,2017,307463
PO557093,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,148515.93,2016-12-29T00:00:00.000Z,"AVID SYSTEMS, LLC",2017,307464
PO555477,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",172.92,2016-11-30T00:00:00.000Z,WARD'S NATURAL SCIENCE,2017,307465
PO553694,FIRE AND EMERGENCY MEDICAL SERVICES,9986700:Medical and Dental Equipment and Supplies,1250,2016-11-04T00:00:00.000Z,MEDICAL SUPPLY SYSTEMS INC,2017,307466
PO554542,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,3500,2016-11-16T00:00:00.000Z,Opportunities Industrial Center,2017,307467
PO556232-V2,DEPARTMENT OF BEHAVIORAL HEALTH,Contractor Compliance Monitoring Services,124400,2016-12-14T00:00:00.000Z,COMMUNITY CONNECTIONS,2017,307468
PO550826,DEPARTMENT OF BEHAVIORAL HEALTH,EDUCATIONAL TRAINING CONSULTANT SERVICES,40320,2016-10-04T00:00:00.000Z,PHILIP J. SCROFANI PH.D.,2017,307469
PO550992-V2,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,0,2016-12-14T00:00:00.000Z,NEAL R GROSS & CO INC,2017,307470
PO556608,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,190236.6,2016-12-19T00:00:00.000Z,"Networking For Future, Inc.",2017,307471
PO555477,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SUPPLIES, SCHOOL, VARIOUS (NOT OTHERWISE CLASSIFIED)",34.77,2016-11-30T00:00:00.000Z,WARD'S NATURAL SCIENCE,2017,307472
PO551919,DEPT. OF HOUSING AND COMM. DEVELOPMENT,TAINLESS STEEL CHAIN,21491.25,2016-10-19T00:00:00.000Z,"Alternatives Renewable Solutions, LLC",2017,307473
PO550690-V2,DEPARTMENT OF BEHAVIORAL HEALTH,"2083744:SOFTWARE, MICROCOMPUTER, DATABASE, IBM COMPATIBLE, LASTEST RELEASED VERSION",1563.53,2016-10-31T00:00:00.000Z,"Netsmart New York, Inc.",2017,307474
PO549977,DEPARTMENT OF PUBLIC WORKS,"8002430:BOOTS, RUBBER, W/STEEL TOE AND LINED",30000,2016-10-03T00:00:00.000Z,SAF GARD SAFETY SHOE CO INC,2017,307475
PO535628-V3,OFFICE OF CHIEF FINANCIAL OFFICER,9625800:Professional Services (Not Otherwise Classified),78577.11,2016-10-26T00:00:00.000Z,SHARP ELECTRONICS CORPORATION,2017,307476
PO545339-V2,DEPARTMENT OF GENERAL SERVICES,9582600:Construction Management Services,45000,2016-10-27T00:00:00.000Z,"MCN BUILD, LLC",2017,307477
PO531304-V4,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,0,2016-10-12T00:00:00.000Z,NEAL R GROSS & CO INC,2017,307478
PO554609,COMMISSION ON ARTS & HUMANITIES,"9620700:Arts Services (Cultural, Design, Visual, etc.)",6100,2016-11-16T00:00:00.000Z,Dupont Festival,2017,307479
PO535350-V4,DC PUBLIC LIBRARY,"9092200:Building Construction, Non-Residential (Office Bldg., etc.)",9000,2016-12-12T00:00:00.000Z,COAKLEY & WILLIAMS CONST.,2017,307480
PO553762,DEPARTMENT OF HEALTH,9625800:Professional Services (Not Otherwise Classified),14250,2016-11-04T00:00:00.000Z,"Strategic Solutions Group, LLC",2017,307481
PO554344,DEPARTMENT ON DISABILITY SERVICES,"9529265:RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME",3989.43,2016-11-14T00:00:00.000Z,Upper Pinellas Ass. for Retard,2017,307482
PO556151,OFFICE OF CHIEF TECHNOLOGY OFFICER,"9204520:MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",10500,2016-12-12T00:00:00.000Z,"Automic Software, Inc.",2017,307483
PO551206,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL LICENSE RENEWAL,7388.6,2016-10-11T00:00:00.000Z,"Curriculum Associates, LLC",2017,307484
PO556576,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"TAPE, CLEAR OR TRANSPARENT",54.84,2016-12-16T00:00:00.000Z,"SKY,LLC DBA/US-OFFICE SOLUTION",2017,307485
PO553573,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"4851634:CLEANER, GENERAL PURPOSE, CONCENTRATE",44.9,2016-11-03T00:00:00.000Z,LASER ART INC,2017,307486
PO555062-V2,DEPARTMENT OF ENERGY AND ENVIRONMENT,ENVIRONMENTAL,300000,2016-12-20T00:00:00.000Z,ALICE FERGUSON FOUNDATION,2017,307487
PO553597,OFFICE OF THE MAYOR,"LABOR, MISCELLANEOUS",900,2016-11-03T00:00:00.000Z,METROPOLITAN OFFICE PRODUCTS,2017,307488
PO555505,CONTRACT APPEALS BOARD,"6003850:COPIERS, COLOR, NEW",3930,2016-11-30T00:00:00.000Z,"MVS, Inc.",2017,307489
PO554738,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,10350,2016-11-17T00:00:00.000Z,Evergreen Information Technology,2017,307490
PO550335,DEPARTMENT OF BEHAVIORAL HEALTH,"9187850:CONSULTING SERVICES, MEDICAL",124471.94,2016-10-03T00:00:00.000Z,WADE & WADE INC.,2017,307491
PO550946,DEPARTMENT OF PUBLIC WORKS,"SUBSCRIPTIONS, SOFTWARE LICENSING, CLOUD BASED",4750,2016-10-06T00:00:00.000Z,"Netlocity VA, Inc.",2017,307492
PO552904,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,2375,2016-10-28T00:00:00.000Z,DR RICHARD H CONANT,2017,307493
PO554654,DEPARTMENT OF GENERAL SERVICES,GLASS REPLACEMENT AND REPAIR SERVICES,25000,2016-11-17T00:00:00.000Z,KEYSTONE PLUS CONSTRUCTION COR,2017,307494
PO553559,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"9628700:Travel, Local (Provided by Third Party)",1875,2016-11-03T00:00:00.000Z,DARREN WATSON,2017,307495
PO553053,DEPARTMENT OF FORENSICS SCIENCES,"MAINTENANCE AND REPAIR, LABORATORY EQUIPMENT AND ACCESSORIES",5205,2016-10-28T00:00:00.000Z,VWR INTERNATIONAL LLC,2017,307496
PO554379-V2,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,250,2016-12-01T00:00:00.000Z,Opportunities Industrial Center,2017,307497
PO553160,FIRE AND EMERGENCY MEDICAL SERVICES,"PANTS, FLAME RESISTANT, ARC RATING OF 8 OR HIGHER, INDURA ULTRA SOFT OR EQUAL",170832,2016-10-31T00:00:00.000Z,MORGANS INC,2017,307498
PO553969,FIRE AND EMERGENCY MEDICAL SERVICES,9986700:Medical and Dental Equipment and Supplies,1480,2016-11-08T00:00:00.000Z,Total Healthcare Solutions,2017,307499
PO551011,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,150,2016-10-06T00:00:00.000Z,"OLENDER REPORTING, INC.",2017,307500
PO554462,DEPARTMENT OF GENERAL SERVICES,9103957:JANITORIAL/CUSTODIAL SERVICES,3147104.85,2016-11-15T00:00:00.000Z,"SPECTRUM MANAGEMENT, LLC",2017,307501
PO552862,D.C HEALTH BENEFIT EXCHANGE AUTHORITY,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,66331,2016-10-27T00:00:00.000Z,Mercer Health & Benefits LLC,2017,307502
PO551583,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"9204520:MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",1400,2016-10-14T00:00:00.000Z,"Curriculum Associates, LLC",2017,307503
PO555241,OFFICE OF ADMINISTRATIVE HEARINGS,9612458:PROFESSIONAL COURT REPORTER SERVICES,46325,2016-11-28T00:00:00.000Z,NEAL R GROSS & CO INC,2017,307504
PO555647,DEPARTMENT OF EMPLOYMENT SERVICES,9525900:Human Services (Not Otherwise Classified),4000,2016-12-02T00:00:00.000Z,"ASM EDUCATIONAL CENTER, INC",2017,307505
PO546977-V2,OFFICE OF THE D.C. AUDITOR,9181200:Analytical Studies and Surveys (Consulting),3262.5,2016-10-05T00:00:00.000Z,Jeffrey M. Anderson,2017,307506
PO556681,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"2009230:COATS, CHEF'S, TWILL, 65% POLYESTER, 35% COTTON, DURA-PRESS",259,2016-12-20T00:00:00.000Z,Imageone Uniforms,2017,307507
PO553893,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATIONAL TRAINING CONSULTANT SERVICES,10000,2016-11-07T00:00:00.000Z,READING PARTNERS,2017,307508
PO552135,DEPARTMENT OF EMPLOYMENT SERVICES,9525900:Human Services (Not Otherwise Classified),2000,2016-10-20T00:00:00.000Z,"Westlink Career Institute, LLC",2017,307509
PO552358,DEPARTMENT OF EMPLOYMENT SERVICES,"2008598:UNIFORMS, BUSINESS AND WORK (VARIOUS), MEN AND WOMEN",70000,2016-10-24T00:00:00.000Z,MORGANS INC,2017,307510
PO555317,METROPOLITAN POLICE DEPARTMENT,"9204531:MAINTENANCE AND SUPPORT, SOFTWARE, MAINFRAME",460019,2016-11-29T00:00:00.000Z,"SHOTSPOTTER, INC.",2017,307511
PO550235-V2,DEPARTMENT OF PUBLIC WORKS,9613023:EMPLOYMENT AGENCY SERVICES FOR THE HIRING OF TEMPORARY PERSONNEL,45000,2016-11-15T00:00:00.000Z,WALTON & GREEN CONSULTANTS,2017,307512
PO556163,DEPARTMENT OF PARKS AND RECREATION,"INSTALLATION AND REMOVAL SERVICES, BANNERS",448,2016-12-09T00:00:00.000Z,POTOMAC VALLEY SWIMMING,2017,307513
PO554438,DC PUBLIC LIBRARY,"9981800:Books, All Types (Library, School, etc.)",28600,2016-11-16T00:00:00.000Z,CENGAGE LEARNING,2017,307514
PO554991,DEPARTMENT ON DISABILITY SERVICES,"9529265:RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME",16137,2016-11-22T00:00:00.000Z,INCLUSION RESEARCH INSTITUTE,2017,307515
